bike,transition,-0.089322    -0.60115    -0.30914    -0.14234
bike,transition,-0.015409    -0.58368     -0.3973    -0.24718
bike,transition,-0.02972    -0.59645     -0.6397    -0.13695
bike,transition,-0.024869    -0.60396    -0.67279     -0.1418
bike,transition,0    -0.62211    -0.53985    -0.74206
bike,transition,0     -0.6279    -0.52256    -0.66456
bike,transition,-0.018864    -0.63632    -0.47758    -0.38901
bike,transition,-0.1585    -0.80399    -0.48478     -1.1377
bike,transition,-0.11675    -0.72713    -0.14887    -0.57703
swim,transition,-0.4098    -0.76553           0    -0.42905
bike,transition,-0.11767     -0.6858    -0.49507    -0.16876
bike,transition,-0.058138    -0.67521    -0.47796    -0.19983
bike,transition,0    -0.66531    -0.42809    -0.23483
bike,transition,-0.07057    -0.65597    -0.53249   -0.099482
bike,transition,-0.035839    -0.64891    -0.46782    -0.13083
bike,transition,-0.018315    -0.64152    -0.39104    -0.14914
bike,transition,-0.039962    -0.56041    -0.15199    -0.80807
bike,transition,-0.066854    -0.48743    -0.36096    -0.13687
transition,transition,-0.1802     -0.4937    -0.43663     -0.1032
transition,transition,-0.3587    -0.44695    -0.34484   -0.060251
transition,bike,-0.34361    -0.44766    -0.30485   -0.067493
transition,bike,-0.36425    -0.45408    -0.30493   -0.056876
transition,bike,-0.3851     -0.4513    -0.36072   -0.044285
transition,bike,-0.40309    -0.45674    -0.39551   -0.036376
transition,bike,-0.42373    -0.43928    -0.37488   -0.018515
transition,bike,-0.42043    -0.43566    -0.38653   -0.019248
transition,bike,-0.42076    -0.43493    -0.39244   -0.018791
transition,bike,-0.42039    -0.43412    -0.32569   -0.016499
transition,bike,-0.41148    -0.42809    -0.32067   -0.020566
transition,bike,-0.39951    -0.43023      -0.375   -0.029086
transition,bike,-0.39001    -0.42526    -0.37398   -0.030587
transition,bike,-0.38615    -0.42687    -0.36333   -0.032903
transition,bike,-0.38491    -0.42217    -0.34483   -0.033091
transition,bike,-0.37984     -0.4235    -0.34043   -0.037692
transition,bike,-0.33948    -0.44338    -0.28474   -0.063472
transition,bike,-0.41479    -0.42184    -0.41368   -0.021161
swim,bike,-0.35537    -0.38437    -0.14825     -0.1589
transition,bike,-0.29269    -0.37095    -0.28116    -0.19007
transition,bike,-0.2896    -0.36355    -0.23877    -0.19092
transition,bike,-0.28871    -0.37991    -0.30969    -0.21305
transition,bike,-0.28821    -0.37384    -0.26456    -0.23017
transition,bike,-0.28742    -0.37295    -0.26593    -0.23519
swim,bike,-0.28934    -0.36445   -0.058793    -0.46165
swim,bike,-0.29138    -0.33822   -0.061257     -0.6745
swim,bike,-0.29156    -0.32514    -0.10211    -0.69683
swim,bike,-0.28371    -0.34735   -0.080093    -0.47024
transition,bike,-0.33751    -0.39127    -0.25696   -0.094272
transition,bike,-0.35599    -0.38225    -0.21054   -0.096385
transition,bike,-0.35977    -0.38454    -0.24751   -0.077616
transition,bike,-0.35889    -0.38437    -0.24239   -0.077653
transition,bike,-0.36298    -0.38206    -0.22435   -0.076302
transition,bike,-0.37533    -0.38772    -0.23386   -0.064487
transition,bike,-0.40495    -0.41604    -0.35108   -0.026193
transition,bike,-0.35114    -0.41916    -0.39465   -0.058257
transition,bike,-0.28639    -0.42624    -0.35585   -0.091456
transition,bike,-0.28167    -0.42462     -0.3575   -0.093285
transition,bike,-0.29988    -0.42947    -0.34894   -0.086989
transition,bike,-0.33362    -0.42288    -0.35315   -0.068965
transition,bike,-0.35076    -0.43253    -0.34112   -0.060736
transition,bike,-0.34346    -0.42784    -0.31352   -0.063334
transition,bike,-0.34778    -0.43026    -0.34758   -0.061647
transition,bike,-0.34151    -0.42543     -0.3586   -0.065059
transition,bike,-0.34838    -0.42455    -0.37856   -0.060568
transition,bike,-0.34141    -0.42328    -0.33523   -0.064123
transition,bike,-0.3185    -0.41785    -0.33425   -0.075404
transition,bike,-0.31768    -0.41762    -0.32933   -0.075467
transition,bike,-0.29577    -0.41847     -0.2938   -0.086923
transition,bike,-0.21826    -0.43555    -0.46228    -0.10684
transition,bike,-0.20274    -0.44188    -0.47259    -0.11544
bike,bike,0    -0.50169    -0.26208    -0.88011
bike,bike,0    -0.50553     -0.2622    -0.89558
bike,bike,0    -0.59886    -0.27024    -0.76342
bike,bike,0     -0.5986    -0.27991    -0.80059
bike,bike,0    -0.60253      -0.285     -0.8644
bike,bike,0    -0.54969    -0.27421    -0.87078
bike,bike,0    -0.54793    -0.28976    -0.89031
bike,bike,0    -0.54118    -0.31113    -0.87227
bike,bike,0    -0.53721    -0.34458    -0.98163
bike,bike,0    -0.53241    -0.35863    -0.90056
transition,bike,-0.34075    -0.55288     -1.2976   -0.060708
transition,bike,-0.34654    -0.55263     -1.3013   -0.056471
transition,bike,-0.55595    -0.54982    -0.74106  -0.0042458
transition,bike,-0.47801    -0.48854    -0.61288   -0.028648
transition,bike,-0.20698    -0.42846     -0.3629    -0.12638
transition,bike,-0.20219    -0.43215    -0.37278    -0.12887
transition,bike,-0.41459      -0.457    -0.59828   -0.028806
transition,bike,-0.40034     -0.4278    -0.51706   -0.039298
transition,bike,-0.41546    -0.42903    -0.56727   -0.028951
transition,bike,-0.41683    -0.42517    -0.58029   -0.027966
transition,bike,-0.43125    -0.44027    -0.56972   -0.018926
transition,bike,-0.44156    -0.42862    -0.47553   -0.010659
transition,bike,-0.43289    -0.40217    -0.49717   -0.015418
transition,bike,-0.43552     -0.4089    -0.50392   -0.012624
transition,bike,-0.42871    -0.41776    -0.48079   -0.017231
transition,bike,-0.4259    -0.41584    -0.47178    -0.01854
transition,bike,-0.42806    -0.45385    -0.49651    -0.01831
transition,bike,-0.428    -0.44798    -0.50251   -0.018281
transition,bike,-0.42528    -0.44932    -0.48673   -0.019205
transition,bike,-0.42301    -0.45463    -0.49523   -0.020939
transition,bike,-0.41557    -0.45795    -0.49728   -0.027692
transition,bike,-0.33145    -0.45647    -0.36573   -0.084777
transition,bike,-0.27696    -0.43603     -0.2981    -0.11047
transition,bike,-0.25842    -0.42912    -0.29027    -0.11842
transition,bike,-0.3412    -0.45861    -0.34504   -0.078556
transition,bike,-0.36746      -0.468    -0.28548   -0.058242
transition,bike,-0.37675    -0.47382    -0.30547   -0.053842
transition,bike,-0.37747    -0.47326    -0.29114   -0.055133
transition,bike,-0.38332    -0.47708    -0.30926   -0.052271
transition,bike,-0.16739     -0.4559    -0.29554    -0.12578
bike,bike,-0.13868     -0.4604    -0.25923    -0.16884
transition,bike,-0.36024    -0.38456    -0.50668   -0.096916
transition,bike,-0.26851    -0.35912    -0.42075    -0.17951
transition,bike,-0.30148    -0.36925    -0.46139    -0.12454
transition,bike,-0.27628    -0.36112    -0.38206    -0.15005
transition,bike,-0.31382    -0.24375    -0.62796      -0.102
transition,bike,-0.35664    -0.25999    -0.60793   -0.099865
transition,bike,-0.33099    -0.24727    -0.57388   -0.082709
transition,bike,-0.325    -0.24768    -0.64442   -0.084453
transition,bike,-0.32639    -0.24217    -0.65418   -0.091896
transition,bike,-0.33555    -0.23939    -0.66326   -0.089779
bike,bike,0    -0.47131     -0.3418    -0.97317
bike,bike,0    -0.50514    -0.49477     -1.5268
bike,bike,0    -0.55118    -0.54574     -0.8583
bike,bike,0    -0.54618    -0.64712     -1.1971
bike,bike,0    -0.54275    -0.57277    -0.93605
bike,bike,0     -0.5449    -0.55438    -0.91029
bike,bike,0    -0.55154    -0.55436    -0.39522
bike,bike,0    -0.56117    -0.71253      -0.301
