3,0,0,0,0.5842,0.18108,0,0,0.0033422,0.22241,-2.4047
3,0,0,0,0.5842,0.17674,0,0,0.0024197,0.19299,-3.3545
3,0,0,0,0.5842,0.16466,0,0,0.0021856,0.18082,-0.8963
3,0,0,0,0,0.13487,0,0,0.0013462,0.11279,1.4193
3,0,0,0,0,0.094071,0,0,0.0005705,0.042716,3.769
3,0,0,0,0,0.093577,0,0,0.00039795,0.019379,8.6201
3,0,0,0,0,0.24734,0,0,0.00053322,0.028539,8.5653
3,0,0,0,4.2356,1.4695,0,0,0.026836,2.1345,10.966
3,0,0,0,4.2356,1.5111,0,0,0.17634,17.624,8.744
3,50,0,2.1127,2.7417,1.5418,0,0,0.18661,18.536,8.0206
3,45.5,6.364,1.5489,2.5057,1.7808,0,0,0.19248,18.794,6.168
3,24.6,19.756,5.0585,6.5462,4.2138,0,0,0.74713,37.995,14.407
3,14.375,11.856,5.2391,7.4567,4.923,33,0,3.4684,116.35,13.662
3,10.2,4.8259,4.9471,7.5382,5.6627,25.5,10.607,6.2116,197.35,18.433
3,9.6429,4.4308,4.581,8.1181,6.5622,25.5,10.607,7.0536,236.8,22.297
3,8.7857,4.264,4.7013,8.538,6.9964,35,18.083,9.7645,332.41,21.647
3,9.3333,4.2538,4.6637,8.2712,6.9823,40.667,19.732,8.3184,257.38,23.103
3,10.462,5.0269,4.6927,8.3123,6.8857,50,0,8.5706,264.09,19.996
3,10.833,4.9144,4.7967,8.8598,6.9655,47.5,3.5355,10.632,324.74,14.801
3,12.636,5.5367,5.276,9.8485,7.3586,44,1.4142,8.7931,243.81,15.384
3,13.3,6.6841,5.1632,10.298,7.3705,44,1.4142,10.227,323.76,18.106
3,13,6.7165,5.7007,9.342,6.8694,44.5,2.1213,9.7613,316.58,6.2617
3,11.333,6.4854,5.1884,9.9098,7.347,31.333,14.048,8.1928,247.05,13.212
3,11.5,7.6574,5.2617,9.9066,7.1495,31.333,14.048,9.9731,302.18,18.629
3,11.833,7.5538,5.3376,8.7942,6.7006,31.333,14.048,9.8948,282.61,12.598
3,10.846,6.4011,5.1209,9.2649,7.0161,37.667,17.098,8.5077,235.33,14.93
3,10.833,6.5759,5.202,8.9751,6.6214,47.5,2.1213,10.169,296.62,19.272
3,12.455,6.0723,5.3587,8.768,6.7307,48,1.4142,8.6952,249.75,14.314
3,11.25,3.0785,5.4342,8.477,7.0462,48,1.4142,8.0523,241.48,15.519
3,11.545,2.0181,5.5065,8.022,6.6403,46.5,0.70711,9.6676,299.02,13.895
3,11.818,1.6624,5.4975,7.9563,6.753,46,0,8.0551,240.43,14.289
3,12.818,4.0698,5.3562,8.8591,7.0346,46,0,9.0969,273.7,17.304
3,11.545,4.886,5.0657,8.7256,6.5295,47.5,2.1213,9.6169,274.17,14.814
3,12.091,4.9488,4.8426,8.4269,6.508,49,0,7.4951,210.21,20.5
3,11.636,5.2014,4.7903,8.0999,6.2049,50.5,2.1213,8.1808,271.34,20.919
3,13,9.0799,4.6764,6.8393,5.1424,52,0,5.7419,194.34,20.845
3,13.75,10.124,4.6197,6.4879,4.7001,0,0,2.9493,109.43,11.093
3,17.625,11.624,3.5346,4.7054,3.8535,0,0,2.218,105.98,7.7563
3,17.125,13.685,5.2438,6.4329,4.4454,0,0,0.61202,36.221,1.5573
3,14.625,10.888,5.2082,6.4897,4.4609,0,0,3.6893,135.38,3.4397
3,11.778,6.7412,5.5553,8.2705,5.8092,47,0,5.1573,175.01,2.9375
3,13.8,9.5661,5.3925,9.3592,6.6455,44.5,3.5355,7.8048,229.11,13.662
3,12,8.6023,5.2736,9.4577,6.7415,44.5,3.5355,10.876,300.06,19.159
3,11.818,7.9727,5.3302,8.6048,6.6769,44.5,3.5355,9.4866,243.54,17.009
3,10.923,7.7402,4.5909,9.6707,7.1994,44.5,3.5355,10.081,263.01,21.27
3,8.7857,3.62,4.6556,8.4177,6.4252,46.5,0.70711,10.124,280.62,18.152
3,9,3.8431,4.608,8.3685,6.434,46,0,8.1902,223.08,16.87
