time,rmsAx,rmsAy,rmsAz,rmsGx,rmsGy,rmsGz,meanAx,meanAy,meanAz,meanGx,meanGy,meanGz,stddevAx,stddevAy,stddevAz,stddevGx,stddevGy,stddevGz,mediAx,mediAy,mediAz,mediGx,mediGy,mediGz,avgdisAx,stddisAx,avgampAx,stdampAx,avgdisAy,stddisAy,avgampAy,stdampAy,avgdisAz,stddisAz,avgampAz,stdampAz,avgdisGx,stddisGx,avgampGx,stdampGx,avgdisGy,stddisGy,avgampGy,stdampGy,avgdisGz,stddisGz,avgampGz,stdampGz
"['44086.54061', '44089.22484']",1.312405553,1.807855459,0.757711798,2.47646321,2.705545253,3.385752262,0.053098889,0.38388,0.187743333,-0.747056667,0.010986667,-0.612358889,1.318677393,1.776526011,0.738196746,2.374323968,2.720680055,3.348570292,0.3531,-0.24585,0.12045,-0.67115,0.54175,-0.44845,4,2.449489743,1.022166667,1.670271517,8,3.16227766,2.63554,2.400163293,6,3,0.718257143,0.746157278,4,1,0.763725,2.035218536,6,3.605551275,2.139906667,3.02270622,6,2.645751311,0.723576923,3.982012906
"['44087.4454', '44090.12963']",1.399783602,1.928060243,0.821865355,2.682818252,2.843608657,3.660041448,0.071074444,0.393252222,0.241318889,-0.940824444,0.027644444,-0.464306667,1.405809895,1.898104345,0.790039872,2.526517082,2.859404232,3.650810353,0.50215,-0.34125,0.1986,-0.53205,0.67555,-0.44845,5,2.236067977,1.1778,1.775582223,8,3,2.894381818,2.720155319,6,2.828427125,0.818753846,0.859963735,4,1,0.363690476,2.191144942,6,4.472135955,2.446542857,2.877644199,6,2.449489743,0.789335714,3.956833414
"['44088.35022', '44091.03444']",1.467409487,1.918102089,0.792598614,2.875846005,2.968672022,3.878169477,0.065903333,0.410567778,0.240333333,-1.006574444,-0.182287778,-0.647251111,1.474141387,1.884142803,0.759514338,2.709029496,2.979670117,3.845198091,0.438,-0.27545,0.18745,-0.7153,0.6076,-0.6587,4,1,1.176488235,1.804101284,7,3,2.783058333,2.982841616,6,2.828427125,0.642233333,0.815297557,4,1,0.67807,2.276946386,5,3.31662479,1.986733333,3.010091287,6,3.16227766,1.073707143,4.457509385
"['44089.25499', '44091.93925']",1.40591252,1.973735388,0.76419258,2.832191592,3.002471988,3.916786489,0.098916667,0.385066667,0.276105556,-1.070235556,0.003135556,-0.685963333,1.410285235,1.946653579,0.716562031,2.636884986,3.019291045,3.877854677,0.5687,-0.27965,0.3066,-1.1945,1.0482,-0.957,4,1,0.884673684,1.736295187,7,3,3.281618182,2.891660625,5,1.414213562,0.603858824,0.759382821,4,1.414213562,0.548355,2.258869957,6,3,2.202393333,3.010820737,6,3.16227766,1.174057143,4.198355486
"['44090.15981', '44092.84403']",1.386808893,1.855447186,0.70794716,2.879347458,2.830654875,3.905277506,0.12192,0.368928889,0.244481111,-1.171883333,-0.082852222,-0.404491111,1.389178472,1.828586414,0.668115202,2.644816451,2.845293428,3.90603414,0.46045,-0.2491,0.2423,-1.61125,0.66955,-0.7782,4,1,0.748268421,1.63887883,8,2.828427125,3.40517,2.455945489,5,1.732050808,0.51693125,0.707157734,4,1.732050808,0.53,2.255734684,5,1.414213562,1.43888125,3.103501883,6,2.828427125,1.669408333,4.314987367
"['44091.06462', '44093.74881']",1.311316399,1.78439299,0.694513849,2.571834768,2.605272973,3.714528464,0.039185556,0.364891111,0.209941111,-0.904633333,-0.048263333,-0.457731111,1.318073872,1.756471674,0.665731662,2.420970032,2.619418866,3.706869351,0.19035,-0.21575,0.16835,-1.24375,0.61175,-0.5093,5,2.645751311,1.01555625,1.449927468,9,2.449489743,3.568044444,1.882726042,6,2.645751311,0.536985714,0.759757216,4,1.414213562,0.368605556,2.21259265,6,2.828427125,1.928185714,2.672704388,7,5.477225575,1.806825,3.731665289
"['44091.9694', '44094.65359']",1.273191567,1.676181738,0.697824505,2.644284319,2.549118813,3.562189982,0.097414444,0.419726667,0.16865,-0.856363333,-0.155128889,-0.415072222,1.276571282,1.631871218,0.680931777,2.515791309,2.558648602,3.557745352,0.5727,-0.1377,0.1331,-1.2767,0.21085,-0.18665,5,3.741657387,0.9563375,1.487778741,10,2.449489743,3.291911111,1.958949854,7,3.16227766,0.550433333,0.800855126,4,1.732050808,0.443194444,2.435932873,6,3,1.426238462,2.935783535,7,5.291502622,2.027108333,3.443928824
"['44092.87418', '44095.55838']",1.252073524,1.733584091,0.741637217,2.44971058,2.567782683,3.512311081,0.103518889,0.449768889,0.127368889,-0.869933333,-0.184684444,-0.426884444,1.254777278,1.683602202,0.734711313,2.302872688,2.57548067,3.505804003,0.5177,-0.16745,0.1493,-1.0745,-0.03085,-0.07405,5,3,1.21916,1.396310794,8,3.16227766,2.22918,2.28288235,7,3.464101615,0.6625,0.845141271,4,1.414213562,0.28599,2.221404349,5,2.236067977,1.425914286,3.022858635,7,4.582575695,2.051123077,3.266495113
"['44093.77896', '44096.46316']",1.209006123,1.626410406,0.746606551,2.453846266,2.592976235,3.426062331,0.058484444,0.339823333,0.167988889,-0.770294444,-0.133695556,-0.516932222,1.214355999,1.599423287,0.731537528,2.34286082,2.604034495,3.405813892,0.42065,-0.31285,0.1825,-0.5619,0.0403,-0.32675,4,1.414213562,1.02519375,1.475108239,6,3.31662479,1.909369231,2.315665483,7,2.828427125,0.6546,0.826608071,5,1.732050808,0.547111111,2.212942497,5,2,1.255886667,3.204759319,6,3.464101615,1.695476923,3.604398178
"['44094.68377', '44097.36791']",1.234655919,1.643027693,0.761620943,2.311681856,2.560534541,3.564561168,0.062785556,0.362266667,0.170194444,-0.870441111,0.018565556,-0.482472222,1.239966423,1.611570724,0.746520227,2.153540265,2.574811701,3.551544242,0.3401,-0.30105,0.1666,-0.5619,0.2774,-0.46115,5,1.732050808,0.935570588,1.506496074,6,3.741657387,1.900046154,2.283169263,6,2.645751311,0.594121429,0.833604713,4,1.732050808,0.438961111,1.87509107,5,3.31662479,1.712464706,2.751879229,7,4.898979486,2.270454545,3.794759575
"['44095.58853', '44098.27271']",1.140507548,1.640360953,0.724044528,2.14803685,2.785407149,3.45192081,0.013214444,0.292335556,0.217521111,-0.694396667,0.099577778,-0.552957778,1.14682001,1.623144258,0.694466524,2.04408932,2.799221305,3.426433183,0.2911,-0.3118,0.19895,-0.36205,0.71105,-0.69045,4,1.732050808,0.5879,1.332374993,7,3.31662479,1.86975,2.519728377,6,2.449489743,0.520053333,0.742088553,4,1.414213562,0.593022222,1.803807549,5,3.31662479,1.469464706,3.243345244,8,4.795831523,1.7298,3.884770694
"['44096.49332', '44099.17747']",1.037829368,1.492340688,0.745893404,2.220857278,2.681156944,3.295398778,0.119375556,0.329213333,0.111011111,-0.29064,-0.153054444,-0.604431111,1.03671659,1.463729798,0.741718436,2.214092224,2.691780917,3.257641755,0.4036,-0.1706,0.1348,-0.136,0.12345,-0.70055,4,2,0.692047059,1.298507854,7,3.16227766,1.847291667,2.252138818,6,3,0.601446154,0.620466211,4,1.732050808,1.252594737,2.265659327,5,3.605551275,1.5468,3.031968822,6,4.123105626,1.476472727,3.792358194
