4,50.5,41.719,0.44022,1.2345,0.63589,0,0,0.037163,1.3184,-14.405
4,26.5,7.7782,0.70311,1.4484,0.78097,0,0,0.094476,3.8924,-14.205
4,24.5,14.387,3.3038,3.3582,2.0354,0,0,0.2094,5.6646,-13.601
4,18.857,12.707,3.1247,4.388,2.7149,0,0,1.2267,32.406,-6.3771
4,13.5,10.902,2.4724,4.8076,2.9446,0,0,2.1026,51.923,-12.863
4,11,4.5,2.5116,4.5112,2.9496,0,0,2.6033,57.713,-3.4988
4,10.6,4.4272,2.5503,4.237,2.9175,0,0,2.5746,60.282,3.7968
4,13.667,11.336,2.3751,3.2608,2.2892,0,0,1.6908,33.724,0.41379
4,16.111,11.285,1.2618,2.6243,1.8967,0,0,0.83512,13.882,4.3342
4,18.286,12.148,1.1941,2.2528,1.6929,0,0,0.42089,16.985,8.105
4,15,6.1644,1.3371,2.4926,1.6773,0,0,0.52636,19.917,0.95211
4,16.25,7.8513,1.1213,2.3635,1.7737,0,0,0.5596,20.948,-5.7448
4,16,7.5166,1.0632,3.092,2.2768,0,0,0.64497,22.279,0.14301
4,13.667,7.2284,0.97155,2.9453,2.3983,0,0,0.94026,32.198,0.91955
4,11.778,3.3458,1.3197,3.4046,2.6951,0,0,1.322,50.348,-1.9507
4,12.091,3.4483,1.5977,4.1152,3.3585,0,0,1.6041,61.342,3.6681
4,11.818,3.2808,1.371,4.4029,3.5263,0,0,2.0739,89.453,-1.4793
4,11.167,4.8586,1.4983,4.1043,3.4204,0,0,2.0259,84.347,-0.079883
4,10.583,4.7378,1.5446,4.1302,3.3799,0,0,1.9344,70.195,-0.31262
4,10.455,4.7405,1.5845,4.1705,3.0554,0,0,1.9607,67.232,3.5807
4,13.2,8.4037,1.3504,3.7862,2.5042,0,0,1.4771,37.15,-0.043805
4,11.364,8.1765,2.143,4.2579,2.6173,53,0,1.4764,38.783,3.5716
4,11.5,9.1104,2.5964,3.4518,2.3588,53,0,1.2766,32.402,0.78163
4,11.167,9.0637,2.5409,2.7838,2.0019,53,0,0.87642,24.493,-0.4368
4,9.5455,7.4614,2.641,2.7146,1.9382,0,0,0.83374,24.146,-4.7722
4,10.538,10.501,2.3659,2.3666,1.7667,0,0,0.38277,5.8234,0.09309
4,9.4667,9.2572,0.72627,1.5655,1.055,0,0,0.19574,6.2728,-0.83712
4,10.846,9.9066,0.91648,1.9426,1.1974,0,0,0.23457,7.3126,-1.7022
4,7.6667,5.0943,0.94502,2.1879,1.4368,0,0,0.27812,8.3001,1.7484
4,7.4706,4.745,1.4629,2.6835,2.2146,0,0,0.64001,17.623,4.9017
4,7,4.397,1.6012,2.7867,2.1484,0,0,1.566,29.966,2.6678
4,10.769,10.787,1.6374,3.6269,2.5887,28.5,26.163,1.8417,31.8,6.3281
4,10.615,10.603,1.6639,4.1298,3.0216,28.5,26.163,3.5601,47.899,4.1099
4,13.778,11.53,1.0647,5.1571,3.1476,28.5,26.163,4.0653,68.972,-5.2478
4,13.5,9.4264,1.6695,4.4995,2.6846,10,0,3.0168,55.259,-6.6607
4,12.545,8.311,1.8739,3.8436,2.7227,10,0,2.6603,50.858,-7.9385
4,11.545,8.4542,1.752,3.1946,2.349,0,0,1.438,39.478,-7.8518
4,13.7,9.5225,1.3463,2.4151,1.6917,0,0,0.70466,11.858,-4.0886
4,13.5,9.0339,0.72545,2.0428,1.2517,0,0,0.67436,10.137,5.954
4,14.5,10.014,0.78613,2.1224,1.2266,0,0,0.67681,10.503,7.3392
4,15.5,10.596,0.84129,1.9291,1.1236,0,0,0.35793,7.309,9.8018
4,19.167,11.805,0.42516,1.4446,0.94299,0,0,0.27973,5.6133,8.6284
4,17.667,10.152,0.30139,1.2378,0.83824,0,0,0.35478,4.8372,2.5824
4,18.2,11.256,0.21764,1.1521,0.66247,0,0,0.31285,3.2012,-3.2074
4,22.833,19.954,0.19014,1.1582,0.64709,0,0,0.23978,2.2807,-1.3351
4,25.5,22.664,0.21228,1.1234,0.60187,0,0,0.28342,2.5885,-1.9984
4,34.5,33.234,0.28749,1.1349,0.46684,0,0,0.18765,1.5322,-5.4066
4,43.5,45.962,0.093598,1.2477,0.52513,0,0,0.16345,1.4377,2.9441
