transition,transition,-0.24593    -0.81637    -0.39334           0
transition,transition,-0.29013    -0.81719    -0.33421           0
transition,transition,-0.35954    -0.81228    -0.18222    -0.06878
swim,transition,-0.38465    -0.80899    -0.11713    -0.12311
swim,transition,-0.39344    -0.80851    -0.10413    -0.13286
swim,transition,-0.43576    -0.80142   -0.050359    -0.23057
transition,transition,-0.3308    -0.81488    -0.25593  -0.0069573
transition,transition,-0.34669     -0.8072     -0.1321     -0.1195
transition,transition,-0.16455    -0.81356    -0.46896  -0.0032568
transition,transition,-0.089498    -0.81579    -0.74219   -0.077169
bike,transition,-0.083129     -0.8145    -0.75821   -0.083538
transition,transition,-0.23408    -0.80292    -0.22096   -0.073182
swim,transition,-0.24052    -0.77658    -0.11908    -0.14041
transition,transition,-0.62721    -0.44863    -0.42623           0
transition,transition,-0.46729    -0.56439    -0.53142           0
transition,transition,-0.67883    -0.56012    -0.30172           0
transition,transition,-0.69341    -0.61273    -0.24663           0
transition,transition,-0.66028    -0.61397    -0.19308           0
transition,transition,-0.64213    -0.62819    -0.19999           0
transition,transition,-0.67776    -0.63749    -0.20168           0
transition,transition,-0.61801     -0.6478     -0.1496   -0.017068
transition,transition,-0.62781    -0.65558    -0.18658           0
transition,transition,-0.61045    -0.65594    -0.18865           0
transition,transition,-0.60731    -0.67646    -0.20754           0
transition,transition,-0.42183    -0.58506    -0.30552           0
transition,transition,-0.24728    -0.60651    -0.53619           0
transition,transition,-0.31677    -0.62805    -0.36724           0
transition,transition,-0.39613    -0.72823    -0.17572  -0.0061672
transition,transition,-0.38708    -0.74509    -0.20563           0
transition,transition,-0.42645    -0.71306    -0.24841           0
transition,transition,-0.38161    -0.73568    -0.28399           0
transition,transition,-0.45095    -0.72556    -0.21335           0
transition,transition,-0.47878    -0.72134    -0.13755   -0.029112
transition,transition,-0.47537    -0.71511    -0.11862   -0.048043
transition,transition,-0.4457     -0.7381    -0.13767   -0.030865
transition,transition,-0.32922    -0.74573    -0.20007   -0.043009
transition,transition,-0.34821    -0.39239     -1.1776           0
transition,transition,-0.17173    -0.29014     -1.9578    -0.11592
bike,transition,0    -0.97427     -4.8681    -0.64301
bike,transition,0     -0.4773      -4.129    -0.23732
bike,transition,0    -0.43923     -3.7762    -0.28895
swim,transition,-0.14825    -0.74791   -0.062187    -0.46464
swim,transition,-0.34469    -0.76777  -0.0083258    -0.24137
transition,transition,-0.36507    -0.72837     -0.3547           0
transition,transition,-0.3078    -0.72186    -0.38808           0
transition,transition,-0.26933    -0.68195    -0.50885           0
transition,transition,-0.29617    -0.69573      -0.245   -0.035553
transition,transition,-0.27211    -0.68338    -0.26152   -0.023822
transition,transition,-0.20384    -0.43441     -1.3217           0
