time,rmsAx,rmsAy,rmsAz,rmsGx,rmsGy,rmsGz,meanAx,meanAy,meanAz,meanGx,meanGy,meanGz,stddevAx,stddevAy,stddevAz,stddevGx,stddevGy,stddevGz,mediAx,mediAy,mediAz,mediGx,mediGy,mediGz,avgdisAx,stddisAx,avgampAx,stdampAx,avgdisAy,stddisAy,avgampAy,stdampAy,avgdisAz,stddisAz,avgampAz,stdampAz,avgdisGx,stddisGx,avgampGx,stdampGx,avgdisGy,stddisGy,avgampGy,stdampGy,avgdisGz,stddisGz,avgampGz,stdampGz,skewAx,skewAy,skewAz,skewGx,skewGy,skewGz,kurtAx,kurtAy,kurtAz,kurtGx,kurtGy,kurtGz
"['46011.094533', '46013.783509']",0.196280337,0.224920465,0.152987217,2.618396273,0.66952669,1.464254,0.085705556,0.069524444,0.047046667,-0.214873333,-0.223837778,-0.100265556,0.177569343,0.21510387,0.146389237,2.624184334,0.634536347,1.469001012,0.122,0.03985,0.0863,-0.7995,-0.24385,-0.18295,5,1.732050808,0.21554375,0.172438387,5,2.645751311,0.139475,0.249923995,5,2,0.13854,0.109114866,6,3.16227766,0.372991667,2.978822977,9,4.898979486,-0.27854,0.749767274,16,9.219544457,0.84818,1.777112401,-0.025327114,0.277706959,-1.067261556,0.716560661,0.237328385,0.38974697,1.544751425,0.201529456,0.687755796,0.23041297,-0.63867385,-0.099080837
"['46011.999239', '46014.688218']",0.14821977,0.193856084,0.117397707,2.419212699,0.615283135,1.137402776,0.08687,0.02959,0.055331111,0.213407778,-0.174782222,-0.248768889,0.120767363,0.192657791,0.104120828,2.42328185,0.593241013,1.116082235,0.0903,-0.00115,0.0527,-0.02895,-0.127,-0.12605,4,1.732050808,0.159933333,0.084200524,5,2.449489743,0.08095,0.230179463,5,1,0.106288889,0.09640078,6,3.605551275,0.517913333,2.570538975,7,3.741657387,-0.164138462,0.645655728,10,8.602325267,0.2628,0.842511302,-1.386164907,0.953420602,-0.498307055,0.550471635,0.015470957,-0.320418855,3.926791598,2.154224904,1.065907407,0.614357693,-0.157007049,0.234993153
"['47704.17889', '47706.86282']",0.654893588,0.506019765,0.422124853,1.894031263,1.404466775,2.147702781,0.160751111,0.012618889,-0.003623333,-0.432631111,-0.106336667,-0.2386,0.638414665,0.508696384,0.424474078,1.854289371,1.408281083,2.146365506,0.18365,0.0992,0.0452,-0.62025,-0.1949,-0.1615,6,3.31662479,0.553483333,0.758735522,5,1.732050808,0.273938889,0.526412704,6,3.16227766,0.16608,0.407541953,6,3,0.674128571,1.96963116,8,3.605551275,1.104577778,1.183729799,9,4.123105626,0.865866667,2.632371033,0.477038889,-0.781062372,-0.298026571,0.681983357,0.254680892,0.096286392,1.656279153,1.838152343,-0.370921742,-0.082472193,-0.641736251,0.47818001
"['47705.08358', '47707.76752']",0.641169895,0.4773161,0.363287838,1.676007957,1.359679968,1.941092494,0.150311111,-0.044871111,-0.030081111,-1.059543333,-0.373136667,0.110896667,0.626793932,0.477864536,0.364068554,1.305878471,1.314802835,1.948778874,0.1297,-0.04035,0.03645,-1.12285,-0.71595,0.07395,7,3.16227766,0.4868,0.759905488,5,2,0.236923529,0.526651884,4,1.414213562,0.145441176,0.332284344,5,1.414213562,-0.319735294,1.447918045,8,3.872983346,0.70786,1.317863444,8,3.464101615,1.143454545,2.079715364,0.602810115,-0.647314044,-0.564131254,0.867211943,0.724175504,-0.131328444,1.997269474,2.677585988,0.6681882,1.161923601,0.114163882,1.59826186
"['47705.98828', '47708.67223']",0.327996614,0.191813684,0.264194791,1.642973359,1.010317438,1.098009943,0.055097778,0.005131111,0.003887778,-1.161734444,-0.469521111,0.19383,0.325147179,0.192819253,0.265646118,1.168289389,0.899601738,1.086821047,0.0306,0.0086,0.039,-1.32555,-0.47195,0.07395,5,2,0.15738,0.36411203,5,2.645751311,0.17785625,0.213112311,4,1,0.142827778,0.23076402,5,2.449489743,-0.827386667,1.196966742,11,5,0.3097,1.172477526,7,3.16227766,0.464818182,1.176345844,0.026210323,0.457292124,-0.434314153,0.602779513,0.747041174,0.633249535,-0.620699121,0.827978368,3.268010415,0.111775224,0.316425596,0.593465868
"['47706.89297', '47709.57692']",0.306220842,0.239348488,0.325347083,2.290129857,1.311479525,2.040626818,0.111411111,0.041692222,0.00337,-0.420153333,-0.878716667,-0.660574444,0.28683255,0.237009722,0.327152218,2.263870938,0.979022678,1.941567562,0.11315,0.0274,0.0172,-1.12055,-0.89875,-0.4373,7,3.31662479,0.231681818,0.356420313,7,3.16227766,0.184266667,0.252838498,6,2.236067977,0.126926667,0.299287455,8,3.16227766,0.117527273,2.698901708,11,5,-0.276957143,0.766365926,9,3.605551275,0.5281375,1.059154506,0.235803588,0.980610187,0.672260036,1.780972518,-0.434910253,-1.351025162,-0.224231535,1.051268624,1.893269173,3.184223228,0.776316267,1.609815225
"['47707.79767', '47710.48162']",0.704870752,0.409093276,0.601737335,2.88274682,1.687427836,2.776938151,0.344471111,0.214808889,0.257191111,-0.905687778,-0.351616667,0.272957778,0.618410601,0.35010914,0.54705185,2.752111139,1.659633294,2.778972324,0.193,0.10955,0.12615,-1.1308,-0.42755,0.40515,8,3.16227766,0.598227273,0.742652459,7,3.31662479,0.434254545,0.391495929,6,2.236067977,0.477728571,0.589132236,7,3.31662479,-0.05904,3.130928691,12,5.477225575,0.895783333,1.560566699,13,7.141428429,1.96225,2.538058719,1.317464422,0.603450535,0.463063095,0.906956012,0.273568523,-0.338998954,1.72152407,-0.305769417,-0.598682046,1.397879339,-0.435341191,0.130417706
"['47708.70238', '47711.38632']",0.824903446,0.600396949,0.728418019,3.083384931,1.963526448,2.772957207,0.39492,0.281394444,0.251177778,-0.380123333,-0.32246,0.27272,0.728283729,0.533342541,0.687572085,3.077006424,1.94771837,2.774973211,0.2397,0.18145,0.22315,-0.6868,-0.81285,-0.0405,11,4.242640687,1.2255375,1.251366702,7,2.449489743,0.714583333,1.020235406,8,3.31662479,0.683154545,0.625402714,8,3.872983346,0.344409091,3.308965284,16,7.745966692,1.620016667,1.635034991,12,7.615773106,1.923314286,2.356004138,1.675551904,2.875121845,-0.903570632,0.486668374,0.229699248,-0.329574836,4.539431504,15.89918615,3.281604948,-0.066620177,-1.113359545,0.155155692
"['47709.60707', '47712.29101']",0.814960287,0.59414233,0.678841995,2.595405813,1.772733362,2.55054317,0.307536667,0.278546667,0.263023333,-0.512322222,0.437872222,0.393104444,0.758934292,0.527741825,0.62932161,2.558592386,1.727427892,2.534185467,0.13225,0.12405,0.14555,0.0199,0.79975,-0.0053,7,4.795831523,0.778583333,1.169300531,6,3,0.613746154,1.0124398,6,3.16227766,0.559242857,0.567037525,6,4,0.252392857,2.455255811,9,8.185352772,1.981233333,0.971309185,9,5.385164807,1.129388889,2.63552396,1.691282339,3.002280521,-1.097757529,-0.152940414,-0.492442108,0.01737285,4.289422494,16.75281256,5.666347733,-0.316808256,-0.71774147,-0.164232262
"['47710.51177', '47713.19571']",0.51418571,0.496172869,0.477392333,1.755134562,1.494879704,1.665338742,0.09287,0.11197,0.043142222,0.655756667,0.501062222,-0.572257778,0.508562523,0.486081803,0.478102487,1.637150331,1.416294334,1.572690654,0.0169,0.0206,0.01415,0.3374,0.6641,-0.09235,6,3.605551275,0.517841667,1.039525166,5,1.732050808,0.288822222,0.887769976,6,2.236067977,0.283353846,0.376811046,5,3.464101615,1.224813333,1.623078825,7,6.403124237,1.529653846,1.113883254,9,5.567764363,-0.1002125,1.233254128,3.93269746,4.519115792,-2.415704565,0.366737953,-0.563135472,-1.144854521,28.12976125,29.7628518,14.78285755,0.678931789,0.070722636,1.519905667
