time,rmsAx,rmsAy,rmsAz,rmsGx,rmsGy,rmsGz,meanAx,meanAy,meanAz,meanGx,meanGy,meanGz,stddevAx,stddevAy,stddevAz,stddevGx,stddevGy,stddevGz,mediAx,mediAy,mediAz,mediGx,mediGy,mediGz,avgdisAx,stddisAx,avgampAx,stdampAx,avgdisAy,stddisAy,avgampAy,stdampAy,avgdisAz,stddisAz,avgampAz,stdampAz,avgdisGx,stddisGx,avgampGx,stdampGx,avgdisGy,stddisGy,avgampGy,stdampGy,avgdisGz,stddisGz,avgampGz,stdampGz
"['45911.1251', '45913.80903']",0.359619863,0.301188423,0.254441628,0.700303607,0.299668539,0.319772227,0.104146667,-0.096125556,-0.012086667,-0.262461111,-0.111905556,0.017484444,0.346137476,0.28703621,0.255578237,0.652897928,0.27954727,0.321082639,0.1107,-0.08195,0.02495,-0.06485,-0.08595,-0.00205,4,1,0.501890476,0.193072867,4,1,0.217414286,0.155646443,4,1,0.2142,0.15974908,4,1,0.337675,0.24940065,4,1.732050808,0.120483333,0.17634935,4,1.414213562,0.286955,0.271773399
"['45912.0298', '45914.71372']",0.341522131,0.323592973,0.291014691,0.808773998,0.445350023,0.337340584,0.111374444,-0.140751111,-0.092824444,-0.43667,-0.250576667,0.011422222,0.324660218,0.293011069,0.277358843,0.684574191,0.370230993,0.339035947,0.0837,-0.17635,-0.0897,-0.36775,-0.2287,0.00865,4,1,0.48731,0.203051969,4,1.414213562,0.184145,0.177144385,4,1,0.160863158,0.180317994,4,1,0.184352632,0.375244226,5,1.414213562,0.007582353,0.287255649,4,1.414213562,0.316236842,0.297594854
"['45912.93449', '45915.61843']",0.264895601,0.294602039,0.321608335,0.876037377,0.580660165,0.267972952,0.093041111,-0.115497778,-0.208496667,-0.588445556,-0.495162222,0.047642222,0.249407675,0.272536076,0.246241306,0.652614434,0.304982115,0.265181196,0.08205,-0.14865,-0.18555,-0.49905,-0.4814,0.04015,4,1.414213562,0.37919,0.181658485,4,1,0.16499,0.18464153,4,1,0.030857895,0.136144614,4,0,0.041047368,0.400139087,5,2,-0.2237,0.229672727,4,1,0.296115,0.223448855
"['45913.83918', '45916.52313']",0.223712572,0.270949305,0.335544657,0.830907769,0.630801824,0.288020961,0.092682222,-0.131747778,-0.228361111,-0.606283333,-0.574684444,0.014832222,0.204751393,0.238087992,0.24722568,0.571362866,0.261550814,0.289250234,0.0857,-0.13455,-0.20755,-0.5974,-0.5623,0.01215,4,1,0.33802,0.144338577,4,1,0.119733333,0.18133524,4,1.414213562,-0.002805,0.158953338,4,1,-0.171305263,0.483388881,5,1.732050808,-0.321064706,0.190021456,5,1.732050808,0.3256125,0.244402861
"['45914.74387', '45917.42782']",0.37051722,0.302144798,0.371164116,0.789325444,0.698636691,0.386682468,0.06868,-0.104456667,-0.238348889,-0.519048889,-0.649352222,0.112464444,0.366136006,0.285102495,0.286115689,0.597993476,0.259193707,0.372038979,0.0876,-0.08595,-0.2338,-0.50525,-0.62335,0.1025,4,0,0.434780952,0.258156835,4,1,0.1907,0.208232645,4,1,0.03459,0.260465506,4,1,0.012584211,0.576040185,4,2,-0.439411765,0.179430791,5,2,0.4587875,0.295745262
"['45915.64859', '45918.33252']",0.415202318,0.32474863,0.389485695,0.689092747,0.598479854,0.413611621,0.041412222,-0.066843333,-0.204417778,-0.25204,-0.458248889,0.027838889,0.415446415,0.319575346,0.333387838,0.644938972,0.387106063,0.414985599,0.0876,-0.0687,-0.21425,-0.2963,-0.48545,0.077,4,1,0.444177273,0.260682209,3,0,0.244416667,0.250451505,4,1,0.131957143,0.294111227,4,1,0.28383,0.626109171,4,1.414213562,-0.259990476,0.337600197,4,1.732050808,0.368864706,0.353113358
"['45916.55328', '45919.23722']",0.420314946,0.306465316,0.373089726,0.562256312,0.503548407,0.491779593,0.006174444,-0.035011111,-0.117465556,0.039668889,-0.265487778,0.099958889,0.422624062,0.306164549,0.356099356,0.563997256,0.430272339,0.48421122,0.0003,-0.0321,-0.1452,0.0507,-0.19905,0.11,4,1,0.452966667,0.274779274,3,0,0.27966087,0.216121316,4,1,0.22385,0.315265081,4,1,0.580285,0.373722656,4,1.414213562,-0.071390476,0.38163785,4,1.732050808,0.350626316,0.472140819
"['45917.45798', '45920.14194']",0.330184293,0.294533158,0.380868564,0.658855034,0.26881114,0.491508793,-0.019426667,-0.014641111,-0.025318889,0.143644444,-0.033958889,0.013055556,0.331458887,0.29581705,0.382155088,0.646607923,0.268151392,0.49408797,-0.0101,-0.0213,-0.05825,0.1566,-0.02275,-0.0313,4,1,0.329209524,0.188906908,3,1,0.271027273,0.230927192,4,1,0.34512381,0.400366022,4,1,0.69964,0.568486786,4,1.414213562,0.141647619,0.261463792,4,1.414213562,0.24733,0.486206075
"['45918.36267', '45921.04664']",0.31704591,0.278276891,0.363303767,0.705787105,0.265209524,0.498117679,-0.017384444,-0.015731111,0.03098,0.055928889,0.007131111,-0.017201111,0.318342444,0.279388386,0.364008396,0.707509207,0.266598876,0.500609527,0.00535,-0.0213,0.06785,0.0752,0.01235,-0.0578,4,1.414213562,0.327889474,0.24184911,3,1,0.273421739,0.213952518,4,1.414213562,0.357185714,0.381809691,4,1.414213562,0.710647368,0.60303605,4,1.414213562,0.202455,0.261017966,4,1,0.232109091,0.469557926
"['45919.26737', '45921.95133']",0.305838417,0.299609602,0.333027382,0.717838888,0.283552378,0.434263123,-0.023917778,0.000705556,0.043082222,0.111204444,0.052393333,-0.012264444,0.306609897,0.301287265,0.332078987,0.713145916,0.280231045,0.436521798,0.0028,0.00315,0.0551,0.15425,0.09075,0.023,4,1,0.283786364,0.232360931,3,0,0.304558333,0.209965666,4,1.414213562,0.366085,0.349095864,4,1.414213562,0.786863158,0.575311489,4,1,0.240278947,0.290251941,4,1.732050808,0.25844,0.403018681
"['45920.17209', '45922.85603']",0.252397833,0.267839751,0.261509966,0.691295081,0.269875336,0.472268808,-0.013921111,0.016357778,0.037677778,0.080146667,0.094992222,-0.038914444,0.253425481,0.268837489,0.260231234,0.690480097,0.254019943,0.47329961,-0.0008,0.02665,0.05065,0.1724,0.11315,-0.0565,4,1,0.242695,0.230665626,4,1.414213562,0.299028571,0.206519723,4,1.414213562,0.27907619,0.221050983,4,1,0.595331579,0.659830785,5,1,0.286444444,0.266325279,4,2.449489743,0.165147368,0.496932604
"['45921.07679', '45923.76072']",0.221162283,0.28311168,0.203915064,0.652483303,0.262768402,0.464846101,-0.021723333,0.053973333,0.044317778,0.111174444,0.099492222,-0.037118889,0.221325849,0.27947622,0.200156004,0.646544169,0.244567212,0.465957607,-0.0073,0.04945,0.02725,0.17765,0.1129,-0.07405,4,1,0.209468182,0.181472226,4,1.732050808,0.312721053,0.192414889,4,0,0.258959091,0.199107281,4,1,0.449961905,0.653545987,5,1.732050808,0.321223529,0.214305624,5,2.236067977,0.126772222,0.496396703
"['45921.98148', '45924.66542']",0.250295767,0.274113817,0.216053317,0.670186711,0.258914719,0.508677313,-0.003387778,0.040343333,0.030068889,0.034735556,0.080534444,-0.086347778,0.251674938,0.272647692,0.215149303,0.67303547,0.24744976,0.504103391,-0.00345,0.0514,0.02035,0.10135,0.0856,-0.1306,4,1,0.251195455,0.187802519,5,1.732050808,0.310611111,0.206231494,4,1,0.256761905,0.203567231,4,1.732050808,0.458661905,0.668940552,5,1.732050808,0.328588235,0.195427067,4,2,0.178668421,0.536888628
"['45922.88618', '45925.57011']",0.443557496,0.422648648,0.266097857,0.734831659,0.306772591,0.486792517,-0.005453333,0.043784444,0.016734444,0.008078889,0.044548889,-0.044007778,0.44600872,0.422729656,0.267058941,0.738903734,0.305221115,0.48751519,-0.00035,0.03225,0.0428,0.01745,0.0621,-0.107,4,1.414213562,0.410445455,0.365657389,4,2,0.463845,0.411850041,4,1,0.277326316,0.211733921,4,1.732050808,0.680852381,0.565961384,5,1.414213562,0.351029412,0.184539514,4,1.414213562,0.3179,0.453316279
"['45923.79087', '45926.47482']",0.436500495,0.388537202,0.265034929,0.712223635,0.310914028,0.492566434,-0.0036,0.009543333,-0.00776,0.009307778,0.001643333,0.062582222,0.438930966,0.390596021,0.266405466,0.716152552,0.31265149,0.491311752,0.01125,0.00165,0.0149,0.0101,0.0265,-0.052,4,1,0.411742857,0.355454981,4,1.732050808,0.34601,0.436411071,4,1,0.253,0.224803546,4,1.732050808,0.69273,0.532499573,4,1,0.248868421,0.244928087,4,0,0.376080952,0.440397595
"['45924.69557', '45927.37949']",0.421043856,0.392246899,0.253697922,0.680164214,0.311067947,0.453472008,-0.01044,-0.000264444,-0.011351111,-0.018002222,-0.009012222,-0.000594444,0.423272486,0.394444288,0.25486372,0.683735074,0.312679329,0.456012096,-0.00605,-0.00845,0.00875,-0.0042,0.00375,-0.10175,4,1,0.3791,0.367332299,4,1,0.332945,0.446563904,4,1.414213562,0.240225,0.195456149,4,1.414213562,0.662216667,0.513210072,4,1,0.23811,0.238323681,4,1,0.275905263,0.445180015
"['45925.60026', '45928.28418']",0.245016238,0.218531363,0.305844749,0.490146947,0.27023311,0.490893641,-0.00701,-0.009243333,-0.041265556,-0.030028889,-0.009363333,-0.04967,0.246288027,0.21955897,0.304745885,0.491967006,0.271583859,0.491110313,-0.0195,-0.0044,-0.02435,-0.0186,-0.03005,-0.16875,4,0,0.26517619,0.150005263,4,1.414213562,0.20721,0.156595472,4,1,0.222185714,0.156018574,4,1.414213562,0.512089474,0.368728107,4,1,0.204190909,0.2391166,4,1,0.194595455,0.514416924
"['45926.50497', '45929.18887']",0.328519165,0.238052064,0.345857385,0.602177014,0.301051698,0.516908121,-0.017987778,0.005536667,-0.01716,0.040225556,0.045511111,-0.051224444,0.32986404,0.239320943,0.347366624,0.604198006,0.299258967,0.517245357,-0.03345,0.0039,-0.0136,0.05435,0.0431,-0.05625,4,1,0.329645455,0.219715911,4,1.414213562,0.2623,0.149727995,4,1.414213562,0.306547368,0.213732703,4,1,0.67872381,0.434985967,4,1,0.279152381,0.239837678,4,1.414213562,0.203365,0.517532486
"['45927.40967', '45930.09358']",0.41430278,0.278530336,0.387947555,0.76047608,0.340511181,0.540639236,-0.011854444,0.021632222,-0.041836667,0.017133333,-0.004096667,0.023594444,0.416453242,0.279244719,0.387845821,0.764542373,0.342394039,0.543150069,-0.0083,0.03775,-0.0416,0.02705,0.0181,0.09475,3,0,0.424233333,0.266439068,3,0,0.303325,0.173897079,4,1.414213562,0.354642105,0.26520824,4,1,0.811861905,0.482772491,4,1,0.265542857,0.275068518,4,1,0.345140909,0.50394683
"['45928.31436', '45930.99827']",0.433806525,0.285326509,0.336764933,0.816739288,0.334053554,0.481415944,-0.023097778,0.024443333,-0.019752222,0.040794444,0.00317,0.046401111,0.435618035,0.28587018,0.338068577,0.820289747,0.335909892,0.481859021,-0.04365,0.03775,-0.0416,0.11835,0.00935,0.06425,3,0,0.449408333,0.270313692,3,0,0.3075375,0.167334946,4,1,0.366742857,0.252233219,4,0,0.894222727,0.502140917,4,1,0.280395238,0.265337974,4,1,0.403219048,0.383152269
"['45929.21902', '45931.90297']",0.469804372,0.295031885,0.366972687,0.838590949,0.362640128,0.501548306,-0.022994444,0.010066667,-0.042818889,-0.032913333,-0.004832222,-0.001656667,0.47187013,0.296511985,0.366507885,0.842639208,0.364639364,0.504355371,-0.0629,0.01515,-0.0447,0.01795,-0.0381,-0.0372,3,0,0.5400375,0.30137979,3,0,0.297686957,0.177157355,4,1,0.38558,0.231733771,4,1,0.846938095,0.514590295,4,1,0.376185714,0.364760324,3,0,0.384152174,0.468677772
"['45930.12373', '45932.80767']",0.488703308,0.362278597,0.416628205,0.898935688,0.368055818,0.508749871,-0.027044444,-0.000421111,-0.01218,-0.048528889,0.032332222,-0.048882222,0.490688085,0.364307939,0.4187832,0.90265357,0.368686922,0.509233025,-0.0436,-0.01035,0.0338,0.01795,0.0078,-0.05605,3,0,0.530641667,0.289637772,3,0,0.370882609,0.284524595,4,0,0.455,0.198004386,3,1,0.795152174,0.639829504,4,1.414213562,0.399705263,0.381603931,3,1,0.350563636,0.460381044
"['45931.02843', '45933.71237']",0.545473811,0.375900223,0.458333204,0.993876381,0.369846574,0.5210072,-0.018126667,-0.011307778,-0.036227778,-0.108027778,0.019982222,-0.070155556,0.548226756,0.377835052,0.459458874,0.993522976,0.371375335,0.519154489,-0.008,-0.02865,0.0358,-0.09135,0.01945,-0.0885,3,0,0.5642625,0.414098319,3,1,0.390686364,0.306028784,4,0,0.39991,0.251747373,3,0,0.923182609,0.719369738,5,1.414213562,0.422905882,0.391231639,4,1,0.367727273,0.507379375
"['45931.93312', '45934.61706']",0.671754604,0.534151412,0.576512555,1.210626985,0.42462227,0.641419496,0.012005556,-0.067515556,-0.011455556,-0.07843,-0.008528889,-0.058505556,0.675410074,0.532835791,0.57962788,1.214851814,0.426914981,0.642324136,0.03325,-0.0487,0.023,-0.0118,0.0414,-0.07985,3,1,0.647259091,0.571154144,4,1,0.451319048,0.378209438,3,0,0.45723913,0.490123391,4,1,1.065722727,0.765994159,5,1.414213562,0.380983333,0.331114344,4,1,0.540431579,0.632135648
"['45932.83782', '45935.52176']",0.630376161,0.479381485,0.535838207,1.102763929,0.406361216,0.651081609,0.009465556,-0.068556667,-0.010318889,-0.00107,-0.010615556,0.029862222,0.63383624,0.477112019,0.538740202,1.108941404,0.408498309,0.654040131,0.0058,-0.02635,0.02855,0.0247,0.0501,-0.04415,4,1,0.640642857,0.582800605,4,1.414213562,0.378605,0.305442279,3,0,0.405325,0.498886144,4,1,1.100442857,0.723885741,4,1.414213562,0.400657895,0.266205439,4,1.414213562,0.609468421,0.697152984
"['45933.74253', '45936.42646']",0.560499123,0.456822955,0.492215063,0.961612526,0.387828741,0.603870988,0.011808889,-0.053908889,0.010461111,0.061784444,0.017571111,0.013242222,0.56351409,0.456172325,0.494860791,0.965001717,0.38960099,0.607108021,0.0052,0.0059,-0.0044,0.1212,0.0474,-0.03575,4,1,0.545009524,0.512850766,4,1.414213562,0.347989474,0.296080756,3,1,0.383054167,0.501826986,4,1,0.925536842,0.704976197,4,1,0.376495238,0.258439276,4,1,0.49518,0.665621061
"['45934.64721', '45937.33117']",0.281503909,0.235650507,0.308535509,0.576967872,0.247441191,0.38017844,-0.002312222,-0.001118889,-0.039463333,0.015413333,0.032195556,0.028873333,0.283071425,0.236968017,0.307715623,0.579993141,0.246712156,0.381204152,0.00615,-0.0192,-0.0004,0.017,0.05095,0.01885,4,1,0.288405,0.185988099,4,1.414213562,0.297705263,0.1354896,4,1,0.210071429,0.16570746,4,1.414213562,0.535438889,0.446161362,4,1,0.245352632,0.166304929,4,1.414213562,0.252116667,0.304953744
"['45935.55191', '45938.23586']",0.260090677,0.231127317,0.263398271,0.554795455,0.2037419,0.251660182,0.02516,-0.046752222,-0.029285556,0.039301111,0.048798889,-0.016663333,0.260321153,0.227617508,0.263231655,0.556501994,0.198919799,0.252514684,0.0321,-0.0489,0.00715,0.08705,0.0424,0.0253,4,1,0.296647619,0.173682727,4,1.732050808,0.194075,0.162337899,4,1,0.217919048,0.126350004,4,1.732050808,0.543852632,0.460227342,4,1,0.197836842,0.129665344,4,1.414213562,0.195626316,0.227607601
"['45936.45662', '45939.14057']",0.410714947,0.257866648,0.254589887,0.543091126,0.227990895,0.242135843,0.056106667,-0.095395556,-0.007876667,0.061882222,0.034152222,0.047773333,0.40914398,0.240914472,0.255893613,0.542576775,0.2266813,0.238706081,0.0436,-0.08635,0.02375,0.06155,0.03165,0.0449,4,1,0.443952381,0.383590074,4,1,0.15413,0.148927174,4,0,0.243357143,0.172665904,4,1.732050808,0.544336842,0.466116092,4,1,0.2052,0.242089075,5,1.414213562,0.294688889,0.217540495
"['45937.36132', '45940.04527']",0.432192858,0.313470725,0.231287528,0.555693509,0.234772186,0.263342746,0.079695556,-0.124395556,0.070411111,0.151654444,0.028476667,0.061214444,0.427161203,0.289343847,0.221543554,0.537594083,0.234344299,0.257564161,0.06235,-0.1197,0.0624,0.11415,0.03165,0.05295,4,1,0.492461905,0.386764315,4,1.732050808,0.155273684,0.223988414,4,0,0.315390476,0.215058199,4,1.414213562,0.634642105,0.441180685,4,1,0.224247619,0.231516936,4,1,0.32838,0.227441223
"['45938.26601', '45940.94997']",0.417691586,0.300860598,0.241566641,0.465179594,0.555005802,0.298038207,0.10315,-0.124778889,0.053818889,0.043728889,-0.025405556,0.090346667,0.407022215,0.275298807,0.236814468,0.465714209,0.557530065,0.28560566,0.1004,-0.1292,0.0789,-0.008,0.03215,0.10725,4,1,0.45267,0.413877578,4,1.732050808,0.160377778,0.215382971,4,0,0.279077273,0.223646077,4,1.414213562,0.467184211,0.405987879,4,1.414213562,0.308941176,0.29212173,4,1.414213562,0.343157895,0.269772693
"['45939.17072', '45941.85467']",0.289980666,0.339787144,0.317062735,1.37759864,1.265062092,0.835040998,0.112055556,-0.042408889,0.025933333,0.305004444,-0.387056667,-0.3161,0.268953663,0.339018926,0.317770704,1.350936118,1.211143164,0.777229908,0.12755,-0.05085,0.0916,0.0182,0.0415,-0.0738,4,1,0.311825,0.273476894,4,1.732050808,0.240541176,0.291240798,4,1,0.246015,0.199848198,4,1.732050808,0.963627778,2.058306008,6,3.464101615,0.1557,0.984477106,5,2.645751311,0.13630625,0.533131995
"['47616.01138', '47618.71028']",0.274007128,0.199411286,0.301138376,0.895248529,0.420985574,0.584763404,-0.055761111,0.027297778,-0.047212222,0.07437,0.036581111,0.12344,0.269776321,0.19864067,0.299080604,0.897152254,0.421742784,0.574788407,-0.0495,0.02285,-0.0263,-0.043,0.0514,0.0574,4,1.732050808,0.128742857,0.265452522,4,1,0.195375,0.202110868,4,2,0.128410526,0.238295985,6,3.464101615,0.463006667,1.04435976,6,2.828427125,0.264015385,0.368464561,5,3.16227766,0.304314286,0.650779997
"['47616.92103', '47619.61501']",0.264016819,0.22362193,0.286860212,0.908294813,0.431469892,0.551120319,-0.059676667,0.036635556,-0.069714444,0.074658889,0.06032,0.126183333,0.258624752,0.221836419,0.279818982,0.910292561,0.429626162,0.539486059,-0.04635,0.02885,-0.03415,0.0206,0.0577,-0.0146,4,1.732050808,0.11975,0.206253629,4,1,0.246219048,0.204633093,4,1.732050808,0.1084,0.19648302,5,3,0.41876,1.085680938,6,3.464101615,0.2756,0.389888296,5,2.828427125,0.2395,0.623296237
"['47617.82573', '47620.52972']",0.171934681,0.212121835,0.20222666,0.578587014,0.388311677,0.339146236,-0.036533333,0.011911111,-0.058688889,0.017642222,0.032653333,-0.18005,0.168949713,0.212973645,0.194607391,0.581557881,0.38910405,0.289016057,-0.04045,0.01625,-0.0264,0.0622,0.0561,-0.15525,4,1.732050808,0.13655,0.077999733,3,1,0.237604348,0.144835523,3,0,0.084104348,0.128971545,5,2,0.269394118,0.460599903,5,2.449489743,0.240841176,0.353899785,4,1.414213562,-0.089973684,0.236878888
"['47618.74043', '47621.43945']",0.176730021,0.226499176,0.203829251,0.503731047,0.398092121,0.441749207,-0.037362222,-0.012151111,-0.084358889,-0.155407778,-0.056891111,-0.013585556,0.173703248,0.227440089,0.18659259,0.481843431,0.396213347,0.444013887,-0.0416,0.0083,-0.0575,-0.0682,-0.10105,-0.0506,4,1,0.115714286,0.115164644,4,1.414213562,0.21338,0.167624193,4,1,0.052786364,0.135294808,4,1,0.111357895,0.34549219,4,1.732050808,0.222694118,0.346632095,5,1.732050808,0.103717647,0.450591136
"['47619.64516', '47622.34915']",0.220902903,0.260576584,0.278582325,0.675183894,0.434979896,0.557009752,-0.038167778,-0.026336667,-0.10621,-0.159797778,-0.090671111,0.022892222,0.218799538,0.260694583,0.258984172,0.659676602,0.427808149,0.559657027,-0.0405,0.0217,-0.09175,-0.16465,-0.1268,0.0072,4,1,0.19114,0.155385346,4,1.732050808,0.210021053,0.165092266,4,1,0.053742857,0.183009985,4,1.414213562,0.183666667,0.501955205,5,2.645751311,0.259973333,0.327593022,6,2.645751311,0.1961,0.622033821
"['47620.55987', '47623.25381']",0.401243114,0.296265975,0.322490492,0.796502036,0.524560459,0.669562202,-0.028121111,-0.013958889,-0.074635556,0.006935556,-0.179515556,0.230641111,0.402498818,0.297594872,0.315492634,0.800933902,0.495648544,0.632105806,-0.03515,0.02955,-0.07635,-0.09485,-0.1908,0.31665,4,1,0.315636842,0.358284392,4,1.414213562,0.289366667,0.282161839,4,1,0.18396,0.268518286,5,2.236067977,0.432947059,0.805033231,6,2.645751311,0.256714286,0.464367505,5,2.645751311,0.62644,0.709433688
"['47621.46963', '47624.15853']",0.407551083,0.288048734,0.333005942,0.819351157,0.547830021,0.58564216,-0.017884444,-0.008868889,-0.047216667,0.100507778,-0.085874444,0.118235556,0.409439502,0.289525133,0.331488284,0.817718844,0.544088745,0.576796055,-0.01735,0.02865,-0.10825,0.1402,-0.10305,0.08115,4,1,0.352715789,0.333898594,4,1.414213562,0.299166667,0.263954994,4,1,0.268795,0.255100464,5,2.449489743,0.589288235,0.800737604,6,2.645751311,0.38795,0.494971828,5,2.236067977,0.4785625,0.664414242
"['47622.3793', '47625.06319']",0.407590683,0.238959673,0.292379621,0.669839746,0.480052624,0.464660361,-0.019178889,0.012616667,-0.015825556,0.181172222,-0.102675556,0.087236667,0.409420118,0.239963224,0.293586606,0.648486328,0.471570918,0.45895474,-0.01805,0.029,-0.0411,0.1939,-0.10305,0.0129,4,1,0.3534,0.351145016,4,1,0.241563158,0.258655791,4,1.414213562,0.333894737,0.217886962,4,1,0.59091,0.642290872,4,2,0.274161111,0.426836062,4,1.732050808,0.332789474,0.564472729
"['47623.28399', '47625.96788']",0.284479236,0.17879279,0.256447689,0.459403732,0.388219382,0.221854837,-0.009272222,-0.008561111,0.013596667,-0.002877778,0.003931111,-0.058831111,0.285920974,0.179588206,0.257521665,0.461968379,0.390374282,0.215110691,-0.00415,-0.01325,0.01015,-0.04935,-0.01565,-0.08065,4,1,0.31344,0.313041136,4,1,0.17682,0.13526771,4,1.414213562,0.283514286,0.198438455,4,1,0.340185714,0.429635511,4,1.732050808,0.26722,0.346248971,4,1.414213562,0.05467,0.217817365
"['47624.18868', '47626.87259']",0.364159787,0.216542636,0.294492217,0.658035837,0.401739667,0.472356467,0.02271,0.02703,-0.0125,0.038364444,-0.068473333,-0.000166667,0.365487124,0.216052644,0.295875153,0.660596767,0.39807902,0.475002713,-0.00115,0.01005,0.02505,0.0542,-0.01135,-0.0991,4,1,0.453578947,0.403217531,4,1,0.198690909,0.180631514,4,1.414213562,0.261665,0.214450618,4,1,0.432213636,0.452881501,4,1.732050808,0.196125,0.335067082,4,1.732050808,0.179161111,0.47963167
"['47625.09335', '47627.77725']",0.368875417,0.230490371,0.304666561,0.758692017,0.515766286,0.54909835,0.030683333,0.041893333,-0.016703333,-0.024803333,-0.070071111,-0.038957778,0.369656454,0.22792095,0.305912598,0.762534607,0.513846926,0.550783059,0.0093,0.0503,0.0314,-0.0364,-0.072,-0.1763,4,1.414213562,0.43038,0.392976822,4,1,0.22662381,0.198519827,4,1,0.229581818,0.195203012,3,1,0.471343478,0.532055605,4,1.732050808,0.238557895,0.489011635,5,2.645751311,0.1328,0.598180425
"['47625.99803', '47628.68193']",0.335447741,0.261101722,0.322000089,0.81548987,0.58871324,0.573222585,0.026395556,0.125032222,-0.063167778,0.206752222,-0.10447,-0.070074444,0.336281074,0.230502498,0.317512276,0.793264852,0.582615536,0.572110555,0.02625,0.1304,0.008,0.31225,-0.11705,-0.1869,4,1,0.331245,0.310915948,3,1,0.295382609,0.197311532,4,1,0.224068182,0.179076202,4,1,0.749922727,0.538649678,5,1.732050808,0.267835294,0.598151681,5,2.828427125,0.1591375,0.628650052
"['47626.90274', '47629.58662']",0.307934582,0.28776931,0.328963678,0.795113601,0.952495048,0.79052627,0.005054444,0.072767778,-0.049658889,-0.022973333,-0.090703333,-0.153027778,0.309618002,0.279976772,0.327015765,0.799234239,0.953478404,0.779918503,0.02275,0.09345,-0.0436,0.0159,-0.1395,-0.24545,4,1,0.326255,0.212780526,4,1,0.288527273,0.193796514,4,0,0.27462381,0.198553222,4,1,0.527538095,0.657039216,5,1.414213562,0.293970588,0.859711826,5,1.732050808,-0.00895,0.74344736
"['47627.8074', '47630.4913']",0.371607672,0.296201726,0.321879938,0.857455726,0.949701459,0.81690696,-0.008936667,0.03732,-0.053071111,0.091006667,-0.093078889,-0.015615556,0.373581449,0.295487432,0.319253231,0.857389098,0.950424071,0.821333406,0.0023,0.0737,-0.0436,0.188,-0.09495,-0.1143,4,1,0.373571429,0.298300656,4,1.414213562,0.2725,0.219506057,4,1,0.293668421,0.186926114,4,0,0.603080952,0.773194586,5,3,0.2948375,0.856588175,5,1.732050808,0.23,0.811575974
"['47628.71208', '47631.396']",0.372561619,0.291584706,0.291071059,0.827370482,0.953387913,0.852597999,-0.016291111,-0.067696667,-0.026084444,-0.147237778,-0.08261,0.036611111,0.374290466,0.285206256,0.291524021,0.818725137,0.9551232,0.856583675,-0.0241,-0.03525,-0.00515,-0.08535,-0.01795,-0.05995,4,1,0.376014286,0.309620686,4,1.414213562,0.190742105,0.198899981,4,1.414213562,0.297421053,0.163930729,3,0,0.328634783,0.734429064,6,3,0.298593333,0.867135229,5,2,0.3013125,0.83722842
"['47629.6168', '47632.30067']",0.350115092,0.286733629,0.265550082,0.811633539,0.624760816,0.541113132,-0.041434444,-0.049221111,-0.021746667,0.049565556,-0.086293333,0.100201111,0.349602323,0.284059874,0.266140825,0.814657184,0.622239147,0.534733834,-0.027,-0.03195,-0.00165,0.0789,-0.1162,0.04905,3,1,0.283227273,0.293455541,4,1.414213562,0.17549,0.18141488,4,1.414213562,0.271105,0.151667606,4,1,0.617468182,0.859472751,5,2,0.275141176,0.567264817,5,1.732050808,0.2910625,0.488176592
"['47630.52145', '47633.20536']",0.328108548,0.28830156,0.356455028,0.993215125,0.694306404,0.500785596,-0.056164444,-0.022142222,-0.016708889,-0.035867778,-0.000663333,0.033565556,0.325076822,0.289060393,0.358057964,0.998127915,0.698195787,0.502458685,-0.05025,0.0091,-0.01325,-0.13155,0.04805,-0.0044,3,1,0.232277273,0.212050573,4,1,0.226665,0.204540284,4,2.236067977,0.336038889,0.296203265,4,1.414213562,0.782415,1.051448759,4,1.414213562,0.461621053,0.609447791,5,2,0.35759375,0.455607326
"['47631.42615', '47634.11008']",0.432163529,0.273569508,0.382234429,1.096703147,0.664481535,0.477603304,-0.041098889,-0.002508889,-0.032421111,-0.042184444,0.021781111,0.086945556,0.432614962,0.275090553,0.382990637,1.102031035,0.667845071,0.47225356,-0.0283,0.04285,-0.05615,0.03015,0.04805,0.0703,4,1,0.385222727,0.366747335,4,1,0.251135,0.168559898,5,2.236067977,0.341135294,0.320867126,4,1.414213562,0.947221053,1.007879179,4,1,0.522068182,0.48521012,5,1.732050808,0.398494444,0.454112933
"['47632.33082', '47635.01474']",0.410753657,0.210102418,0.363155397,1.013798481,0.607342394,0.451938176,-0.021895556,0.000323333,-0.035211111,-0.103226667,0.054474444,0.07184,0.412467549,0.211279222,0.363469267,1.014179501,0.608283259,0.448691502,-0.031,0.0127,-0.0378,-0.1213,0.04805,0.0596,4,1,0.414409524,0.36396466,4,1.414213562,0.231478947,0.170192772,5,2.236067977,0.3208625,0.315667703,4,1.414213562,0.644305,0.947975813,4,1.414213562,0.507485714,0.506613262,5,2,0.37275,0.439578366
