"['356811.917', '356816.1698']",0.0501445067336,0.0559147426395,0.0201488047619,0.127118273885,0.209124869662,0.116467307764,0.00509111111111,-0.00415555555556,0.00127888888889,0.00218888888889,-0.0176933333333,0.00803777777778,0.05016486223688791,0.0560724934290496,0.02022082858994458,0.12781147408923785,0.20954241575394705,0.1168405478118952,-0.00035,-0.00035,-0.00055,-0.00075,-0.0045,-0.00205,4,1.0,0.04431,0.05972466562661131,4,1.0,0.0317789473684,0.03452967449966234,4,1.0,0.0185526315789,0.024861580543772816,4,1.0,0.10779,0.17118320718181626,4,1.0,0.125745,0.19409859533372806,4,1.4142135623730951,0.108094736842,0.14050216081250302
"['356813.425', '356817.6175']",0.0548321215672,0.057464072834,0.0212749461417,0.127402521779,0.280600355587,0.123698995774,0.00372222222222,-0.00624333333333,0.00255555555556,0.00235444444444,-0.0183755555556,0.00834,0.055012112614696816,0.057443928791963556,0.021239226541235265,0.12809438774214976,0.2815666617583354,0.12410894706495997,-0.0009,-0.0031,0.0008,0.0005,-0.01075,-0.0037,4,1.4142135623730951,0.0560055555556,0.06181599328769045,4,1.0,0.0342894736842,0.031595286124090696,4,1.0,0.02163,0.02416367652402868,4,1.0,0.10884,0.17099543053297622,4,1.0,0.181876190476,0.36631780451509843,4,1.0,0.116889473684,0.140350861513157
"['356814.5109', '356819.367']",0.0334717808177,0.0299235971545,0.0137074999747,0.0692442544748,0.224141942131,0.0662293213011,-0.00176111111111,-0.00276333333333,0.000386666666667,0.00258777777778,0.00605777777778,-8.11111111111e-05,0.03361267716453557,0.029962656345539507,0.013778808023983706,0.0695835377466777,0.22531531512740383,0.06660030686983398,-0.002,-0.0019,-0.0006,0.00335,-0.011,-0.003,4,1.4142135623730951,0.0257421052632,0.03648245112058785,4,1.4142135623730951,0.0269944444444,0.027478129746747414,4,1.4142135623730951,0.012895,0.012048475553276221,4,1.7320508075688772,0.0590210526316,0.08775478194597698,3,0.0,0.134995652174,0.3447563968399358,4,1.0,0.0415095238095,0.06030999009087885
"['356816.2', '356820.4528']",0.0253394860949,0.0225944929377,0.0113494199558,0.0326713278987,0.190799644188,0.0460469736006,-0.00242666666667,-0.00195555555556,-0.00125111111111,1.44444444444e-05,-0.00157333333333,-0.00374444444444,0.025364328663288645,0.022635812885089614,0.011343445807888552,0.032854358769230735,0.19186203481797637,0.04615158977166372,-0.0016,0.0003,-0.0021,0.00335,-0.00415,-0.00405,4,1.0,0.0147047619048,0.027608666686214246,4,1.7320508075688772,0.0151444444444,0.015792858483661763,4,1.4142135623730951,0.008235,0.010577497216658628,4,2.0,0.023885,0.024522777274671764,3,0.0,0.0851782608696,0.3169122576540443,3,1.0,0.0194545454545,0.04070758356015939
"['356817.6477', '356821.9609']",0.0116737026403,0.0185850357965,0.0122507187998,0.0280591518047,0.0383461746607,0.0234068745837,-0.00165555555556,0.00201333333333,-0.00053,-0.00379777777778,-0.00371555555556,-0.00334666666667,0.011620449923710491,0.018579166779009417,0.012307816553499924,0.02795669997796463,0.03837955597845838,0.02329617415665239,-0.0022,0.0014,-0.002,0.0001,-0.00245,-0.00405,3,0.0,0.00758695652174,0.015522133884109026,4,1.7320508075688772,0.0143333333333,0.022534522535042827,5,1.7320508075688772,0.00968235294118,0.02203685082124138,4,1.4142135623730951,0.01183,0.01279909947490139,3,0.0,0.0231,0.02667745047106945,3,1.0,0.0147409090909,0.026151839762122337
"['356819.3971', '356823.5594']",0.0163264475281,0.0247623190442,0.0175402552876,0.143836027398,0.155987798668,0.149302700355,-0.00226666666667,0.00694,-0.00132333333333,0.02523,-0.00910444444444,-0.03665,0.016258916309230508,0.023903080521701932,0.017588249716497875,0.14239928390332507,0.1565942735124082,0.14554533812334286,-0.00235,0.0022,-0.00175,-0.0003,0.00455,-0.0104,3,1.0,0.00960416666667,0.024804723939406078,5,2.23606797749979,0.0204588235294,0.03967384306478781,4,1.4142135623730951,0.0106666666667,0.022521907852873682,4,1.0,0.0585380952381,0.21047455066157159,4,0.0,0.0359818181818,0.0538982519052479,3,1.0,0.0102363636364,0.028177068444875275
"['356820.4829', '356824.9168']",0.0593494144874,0.108809294436,0.0986785285662,0.831054289977,0.670722118566,0.57596554488,0.00210111111111,0.0272344444444,0.00117333333333,-0.172868888889,0.245754444444,-0.04906,0.059644494541312355,0.1059360249609138,0.09922433871414023,0.8174300795641665,0.6275739108020272,0.5770873035426376,-0.0038,0.0035,-0.00165,-0.00305,0.0122,-0.0171,4,1.7320508075688772,0.0276952380952,0.05520965020891254,4,1.7320508075688772,0.0457888888889,0.11402045682755091,4,1.4142135623730951,0.037855,0.0971336869040754,5,1.4142135623730951,-0.0206529411765,0.7454854023701999,5,2.449489742783178,0.324394117647,0.6106528191928989,4,2.449489742783178,0.0786294117647,0.4902173889774641
"['356821.991', '356826.274']",0.114401476778,0.135361572587,0.121820366387,0.956500756287,0.749054180209,1.13273578649,0.0255988888889,0.0430466666667,0.00793,-0.04857,0.0975155555556,-0.585124444444,0.11212530760489861,0.12905345047170064,0.12224301220809256,0.9606184727629815,0.7468402301819494,0.9753407770137921,-0.0037,0.00895,0.00145,0.0088,0.00735,-0.59265,5,2.8284271247461903,0.0614,0.10676201571720159,5,2.0,0.09840625,0.15070958150805586,4,1.4142135623730951,0.0531666666667,0.12493415677632665,5,2.0,0.359741176471,0.9649116080364716,5,2.449489742783178,0.212917647059,0.7017368570512152,6,3.3166247903554,-0.40785,0.9903617076215522
"['356823.5896', '356827.7821']",0.209101969808,0.181273668186,0.178534664235,1.21635152243,1.13093300214,1.80115055414,0.0757377777778,0.0465211111111,0.0522966666667,-0.39623,-0.0283888888889,-0.174391111111,0.19599552997527045,0.17618407157686886,0.1716598298373131,1.1564482295985294,1.1369104466471318,1.8027313712181392,0.01565,0.0208,0.03765,-0.19305,-0.0266,-0.75045,6,2.6457513110645907,0.135471428571,0.20837349391665191,5,2.0,0.1531875,0.19055456567608134,4,1.0,0.136368421053,0.20796538454654093,5,2.23606797749979,0.27624375,1.0840175730240724,4,1.7320508075688772,0.390946666667,0.8038164625857134,7,2.6457513110645907,-0.0222166666667,2.0028462165053256
"['356824.9771', '356829.3807']",0.256237702361,0.20544672221,0.224521862088,1.4990357613,1.31948725904,1.87051712532,0.110736666667,0.0256744444444,0.106021111111,-0.161921111111,-0.554432222222,-0.06073,0.2323684494093354,0.20497810437253974,0.19902185385871146,1.498613887916074,1.2040597916979747,1.8800046512284085,0.04855,0.03615,0.05055,-0.13185,-0.32715,-0.934,6,2.8284271247461903,0.184261538462,0.2834371933323193,5,1.7320508075688772,0.17878125,0.17250712147135647,4,1.0,0.196094117647,0.19643214945175164,5,2.0,0.78508125,1.4077492864942251,6,3.872983346207417,0.2862,0.6798668938353546,6,2.449489742783178,0.0877,2.1090001689727935
