44664.44825,-8.1099,-0.0818,2.4373,1.8801,8.3116,3.3807
45037.34965,0.0843,-0.0308,-0.0172,-0.4048,0.0921,0.2349
44769.33365,0.0919,-0.4637,-0.5536,0.8148,-0.184,0.5885
44807.30065,-0.1903,-0.3577,-0.01,-0.4817,0.1749,-0.125
44894.78471,0.2838,0.031,-0.0959,0.1761,0.151,0.1153
45603.06889,0.8532,-0.7988,0.5638,0.2596,0.6328,5.4925
45424.30283,-1.4972,-0.5951,0.0252,-4.118,-2.2744,1.2585
44570.3574,0.0791,0.7061,0.0632,-0.2728,-0.0605,-0.1981
44530.48879,0.1405,-0.7153,0.1654,1.3229,0.1242,0.6385
44378.2742,0.0129,-0.0208,-0.0856,-0.2374,0.0929,0.2064
44447.5827,-0.5746,0.0432,0.0813,-0.9164,-0.063,0.0385
44807.48159,-0.3536,-0.0682,0.1791,-0.7515,0.0793,0.152
44691.83078,0.0069,0.407,0.3697,1.1198,0.0507,0.4109
44812.06537,0.4008,0.0768,0.0184,-0.2656,0.2027,-0.2881
44847.19749,-0.2439,0.2169,0.1246,0.1167,0.0422,-0.0375
44912.78812,0.1173,-0.1415,0.0242,-2.5873,-0.5969,0.0334
44594.3326,1.2278,-1.1597,-0.8084,2.0098,-0.5546,1.8697
44516.85729,-1.9826,0.078,0.496,-1.0712,-0.0038,0.0612
44708.3568,0.4884,-0.2631,-0.1806,0.5267,0.0321,-0.0755
44729.6475,-0.7643,0.3569,-0.5577,-2.3395,-1.3916,-0.9562
45140.06089,-0.5652,0.4385,0.078,-3.0759,-0.9275,2.6508
44792.76525,-0.0043,0.2215,-0.3812,-0.5714,-0.3313,0.1043
44404.15212,0.1925,0.0834,0.3956,-0.1572,0.0376,0.1291
44986.76183,-0.0921,0.2216,-0.2055,-0.5561,-0.3814,0.4013
45265.12126,-1.6367,-0.6242,0.6027,-1.4985,-1.2867,1.0318
45323.82121,0.6503,-2.1485,0.9645,-0.621,3.0887,-0.3729
45420.02061,0.6433,-1.6568,0.7113,-0.4348,1.4655,2.4196
45613.89497,0.5612,-1.1117,0.8549,-0.5607,0.6462,3.5171
45310.11,1.6377,0.7586,0.1933,-4.406,2.3516,-4.0231
44527.35234,0.577,-0.1925,-0.1106,-1.565,0.3578,-0.5015
44562.6672,-0.4082,0.8046,0.1595,0.7282,-0.0655,-0.3145
44482.11473,0.2846,-0.1016,0.3848,0.0843,-0.0918,0.2792
44484.67822,0.1203,0.1293,0.3418,-0.299,-0.0751,-0.379
44716.55947,0.2636,-0.0252,0.4126,-0.4247,-0.0629,-0.0529
45548.9689,0.8261,-1.7254,0.9447,-0.725,2.278,0.853
44933.38483,0.3981,0.0822,-0.0952,0.56,0.0889,-0.8045
45539.40937,0.6735,-1.4428,1.221,0.4417,1.6105,1.4881
44744.54493,-0.0076,-0.1825,0.2747,0.0218,-0.1344,0.2627
44734.23133,-0.4162,0.1954,-0.0388,-0.5802,-0.1686,0.052
45535.06691,-1.2284,1.1118,-0.2606,1.7352,-0.7718,-2.6919
44443.66194,-0.4192,0.2254,0.1571,0.133,-0.0748,0.1018
44858.86795,0.3126,0.0598,-0.1801,-0.8011,-0.1427,0.1706
44464.41149,1.2041,0.2154,0.2898,-0.7679,-0.3441,-0.7121
45150.646,-1.0784,-0.4666,0.5992,1.2775,-0.6386,-2.1235
45295.00151,1.0797,-1.2861,1.3682,0.0921,1.9489,1.4474
44811.40192,0.3199,-0.1801,-0.0862,-0.0316,-0.3761,0.187
44725.54619,-0.37,0.9157,-0.2817,-0.259,-0.167,-0.4364
44936.37031,0.0423,-0.2201,0.0079,3.0637,-2.5198,-1.5684
45010.58555,0.3529,-0.3102,-0.5685,3.0576,1.7148,0.2857
45485.67101,0.6389,-0.5211,0.2198,1.9976,-0.4731,5.618
45204.95845,2.0502,0.4092,0.5027,-3.265,1.0258,-5.1321
45252.93796,0.3544,1.7876,-0.402,-6.3306,-0.5954,1.3977
44829.85761,0.3456,-0.3092,0.3989,0.1295,-0.1265,-0.042
44904.97763,0.1176,-0.0024,0.3383,0.8036,0.5643,1.1417
44613.54277,-0.3457,-0.1854,0.2615,-0.5876,0.4124,1.066
44945.35685,0.3109,-0.7078,-0.1266,-1.3613,-0.1471,-0.7307
44980.39881,0.411,-0.0966,0.1412,-0.55,-0.1639,0.7965
45425.65985,1.8025,1.5915,-1.598,1.3104,2.0815,4.9891
44847.46891,-0.11,-0.0367,0.3514,-0.9979,-0.6461,-0.1243
45506.35816,0.9313,-2.1831,0.5026,-0.8398,2.0788,1.3541
45543.29953,1.0001,-0.5732,0.5659,-3.3413,1.5667,-3.173
44484.43692,0.133,-0.1138,-0.2194,0.6743,0.2366,0.5819
45046.57264,2.4262,2.2964,-1.2081,0.7578,-1.852,-5.865
44450.9907,0.2031,-0.2493,-0.2454,0.6251,0.1858,-0.2689
45563.26286,0.8861,-1.626,1.2291,0.1337,2.8101,-0.8051
44921.83499,-0.018,0.0991,0.043,-0.6601,-0.211,-0.1174
45128.26945,-1.7135,-0.8663,0.482,-2.5804,-2.4171,0.9033
44514.05259,0.3483,0.0398,-0.1152,-0.6894,0.3745,-0.589
45118.45312,3.0386,2.9964,1.3599,23.839,7.1554,-5.352
45054.68486,-1.0838,-0.3849,-0.0346,-2.3647,-1.9908,2.0416
44466.37184,0.0769,0.0302,-0.048,-0.1663,0.1696,-0.1609
45076.27723,2.1581,2.6239,-1.3148,-7.597,-0.7516,2.7051
45034.00731,0.2516,1.4943,-0.9117,0.3077,-1.3731,-4.2758
44465.22579,1.1586,-0.2568,-0.3381,1.1079,0.2234,0.3246
44563.54177,0.0045,0.0955,-0.0608,-0.0694,-0.115,-0.0111
44434.28224,-0.3056,-0.4157,-2.3267,0.1038,0.3469,-0.34
44535.88707,-0.4554,0.0049,-0.2554,-0.7094,-0.1011,-0.0278
44659.83422,0.1431,-0.0868,-0.6585,-1.0476,-0.6136,0.1818
44845.68967,0.0777,-0.0724,-0.0628,-0.1893,-0.1671,0.0226
45450.90077,-0.1809,3.3685,-1.3071,4.0062,-1.3896,-5.6018
45270.85105,-1.4032,-0.8273,0.6853,1.0642,-0.8988,-1.2134
44944.18076,-0.4821,0.0385,-0.1744,-0.0504,0.4711,-0.3297
45555.69369,-2.1414,-0.4534,0.2804,-2.4558,-1.9478,1.3904
44671.7161,-0.3076,-0.2784,0.0614,-1.2867,-0.123,0.4622
44409.46046,-0.4965,0.1763,0.2983,0.5984,0.215,0.2116
45105.16852,1.1058,-0.7634,0.6572,-1.0184,-0.0415,5.2035
45336.12511,-2.5742,-0.5455,-0.0421,-0.1467,-0.784,-0.5617
45364.9246,1.1568,-1.2017,0.3235,0.0585,2.8774,-1.2368
45422.9458,0.8614,2.9839,-1.2338,3.8872,-1.2012,-4.9224
45509.61505,0.6991,-1.8522,0.6839,-0.0105,2.5118,0.5177
45249.53022,1.3335,-1.3145,1.1997,0.8665,2.7972,-0.4844
45167.56403,1.2837,-1.1556,0.9347,-0.781,2.7457,-2.0549
45235.0248,-0.5264,2.4275,-0.805,2.1302,-0.9542,-4.3292
45532.83534,1.0647,-0.3719,0.5513,-3.7621,2.3968,-3.0743
44749.7922,-0.2826,0.8605,-1.6128,-1.1497,-0.184,0.5464
45037.07825,-0.1364,-0.1314,0.0667,-0.5701,0.2413,0.914
45462.99349,1.2267,0.9497,-0.3047,0.0425,0.3258,-4.8528
44701.90322,-0.0987,0.1806,-0.1675,-0.27,-0.1935,-0.1221
45032.57986,0.2733,0.1917,0.3705,0.0729,-0.205,-1.4052
45572.37002,0.1332,1.1065,-1.194,-2.4536,0.9987,1.5996
44678.35063,-0.496,-0.1198,-0.0377,0.13,0.0152,0.1859
44799.91235,-0.4092,0.4192,-0.5193,0.2682,0.1211,-0.2806
45609.2811,1.1862,1.2633,-0.2181,-1.5279,-0.9032,-5.0876
44907.11872,-0.0389,0.0562,0.0153,-0.0076,0.0476,-0.2729
44889.44694,-0.4354,0.0069,0.2986,0.5255,0.1713,-0.3087
44951.08655,-0.3044,0.0223,0.1246,0.2818,0.1226,0.2959
45097.96055,1.381,-0.9574,0.5729,-1.8855,2.3347,-2.4038
45385.73262,0.7133,-1.239,0.6302,-0.7523,1.1168,4.0552
45591.39848,-1.0929,1.8443,0.2969,1.4715,0.0585,-3.0636
44727.50637,0.5444,0.4596,0.3418,1.6016,0.1409,0.8069
45235.47718,0.7393,1.7732,-0.9701,-3.7642,-0.5684,1.2835
45096.69389,-0.3339,0.8517,-0.7316,-1.0392,0.4368,2.2732
45012.09339,0.3244,-0.3327,0.1821,0.5559,0.5857,2.4785
44688.21195,0.9705,0.0668,-0.5466,-0.1593,-0.0579,-0.0279
45513.98769,-1.3144,-0.68,0.1328,-2.3235,-2.4844,1.5416
45558.79976,-0.8649,0.3028,-0.1718,-0.9537,-1.6919,2.9997
45002.44326,0.0155,-0.0269,-0.0309,0.2493,-0.0885,0.5981
45229.5664,1.6072,0.2931,0.2889,-3.5873,2.0715,-4.4188
