42589.00339,-0.1304,-0.0704,-0.2516,0.8222,-0.5428,-0.7137
42589.03354,-0.0359,0.0198,-0.2003,0.6305,-0.554,-0.6659
42589.06372,-0.0206,0.0939,-0.1431,0.54,-0.5535,-0.6649
42589.09387,-0.0238,0.1383,-0.0464,0.4784,-0.6106,-0.7178
42589.12402,-0.0359,0.1943,0.0818,0.7532,-0.6656,-0.8323
42589.15418,-0.0115,0.2106,0.1352,0.8971,-0.7693,-0.7559
42589.18436,-0.0082,0.2312,0.1487,0.773,-0.9058,-0.6972
42589.21451,-0.0365,0.1684,0.2342,0.7095,-0.8811,-0.6821
42589.24466,-0.0754,0.1112,0.1946,0.6875,-0.6374,-0.5156
42589.27481,-0.0257,0.0682,0.0293,0.6361,-0.5556,-0.2498
42589.30499,-0.0537,0.0023,0.0826,0.2692,-0.4411,-0.1745
42589.33514,-0.0777,-0.0616,0.1401,-0.3792,-0.2755,-0.0469
42589.3653,-0.1004,0.001,0.1412,-0.7642,-0.057,-0.0179
42589.39545,-0.1651,0.0296,0.1863,-0.94,0.1465,-0.1471
42589.42561,-0.1045,0.1444,0.2464,-1.262,0.4005,-0.2109
42589.45579,0.1248,0.2816,0.4316,-2.2664,0.7009,-0.0131
42589.48594,0.2565,0.4608,0.695,-2.0588,1.2761,-0.2599
42589.51609,0.5199,0.6216,0.4905,-2.0871,2.1199,-0.4034
42589.54624,0.9212,0.4223,-0.1114,-2.1868,2.1252,0.3303
42589.57643,1.0929,-0.1215,-0.7379,-2.976,1.7047,0.6898
42589.60658,0.8654,-0.0691,-1.2261,-3.3738,1.5644,2.0444
42589.63673,0.6427,-0.1346,-1.2074,-3.4081,1.1716,2.1869
42589.66688,0.0356,-0.1362,-0.9871,-3.6541,1.3272,2.5953
42589.69706,-0.1764,-0.0136,-1.0142,-2.6874,0.9218,2.9732
42589.72721,-0.6695,-0.1468,-0.5365,-2.0933,0.338,2.4637
42589.75737,-1.0627,0.0033,-0.2808,-1.8628,0.2812,2.1566
42589.78752,-0.7122,0.0935,0.0434,-1.8812,-0.6151,2.2151
42589.8177,-0.9211,0.1529,0.4031,-2.0936,-1.6792,1.5908
42589.84785,-1.0263,0.0387,0.7267,-2.1782,-2.3125,0.6469
42589.878,-0.9981,-0.2662,0.9058,-2.0419,-2.8937,-0.7381
42589.90815,-1.2723,-0.3477,0.7491,-2.2278,-2.9588,-2.2598
42589.93833,-1.0001,-0.0389,0.2519,-0.6724,-2.683,-2.9509
42589.96849,-0.7835,1.2284,-1.4644,2.0171,-3.1926,-4.0818
42589.99864,-0.2307,1.1512,-1.5673,2.8273,-3.7171,-4.8152
42590.02879,-0.1546,1.0743,-1.7128,0.2242,-2.4732,-4.5012
42590.05897,0.5489,0.6934,-0.6837,-1.7355,-0.9715,-4.2283
42590.08912,0.5425,0.7547,0.0289,-1.2783,0.4226,-3.9457
42590.11927,0.504,0.5458,0.3617,-0.1025,1.3772,-3.1231
42590.14942,0.6777,0.3977,0.7567,0.3176,1.4894,-2.4575
42590.17961,0.8703,-0.0602,1.2061,-0.3036,1.2115,-1.4646
42590.20976,0.6815,-0.2232,1.3933,-1.0867,1.013,-0.4232
42590.23991,0.3871,-0.2031,1.2262,-1.0317,1.3523,0.7559
42590.27006,0.3725,-0.215,0.7157,-0.2238,0.8876,1.6594
42590.30024,0.2376,-0.404,0.2901,-0.2382,-0.1352,2.1074
42590.33039,0.0679,0.1789,-0.672,-1.7267,-0.7016,1.9259
42590.36054,-0.3083,0.6821,-1.4094,-0.7196,-1.5484,2.3251
42590.3907,-1.1335,0.6102,-1.3185,0.9082,-1.9038,0.4229
42590.42088,-1.0916,0.4414,-0.7983,1.2112,-1.488,-0.671
42590.45103,-1.3612,0.442,-0.5778,0.7882,-1.3151,-1.3355
42590.48118,-0.742,0.7339,-0.3021,2.2211,-1.0297,-0.7743
